,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
35023,713,Pakistan,West Indies,1,61,8,7.18,Karachi,172,69,32.0
11049,127,Bangladesh,West Indies,1,147,5,9.09,Lauderhill,184,23,34.0
14183,174,Pakistan,Pakistan,1,50,8,6.25,Sydney,107,72,35.0
6457,72,Sri Lanka,Pakistan,3,32,10,6.62,Abu Dhabi,124,91,34.0
80087,2421,India,India,0,111,8,7.66,Colombo,170,33,34.0
66400,2288,Australia,Sri Lanka,0,1,10,2.0,Nottingham,159,117,37.0
96960,2616,England,Pakistan,6,122,6,7.79,Dubai,172,26,37.0
13293,145,West Indies,England,1,110,5,6.95,Gros Islet,160,25,37.0
49688,1346,Australia,New Zealand,0,95,7,11.18,Auckland,118,69,37.0
72473,2344,Australia,Sri Lanka,1,30,8,7.5,Barbados,168,96,46.0
39832,980,New Zealand,Pakistan,1,91,7,6.58,Christchurch,147,37,46.0
17890,246,Sri Lanka,New Zealand,2,144,7,8.0,Kandy,174,12,43.0
72424,2343,West Indies,India,1,132,8,8.08,Barbados,169,22,42.0
85531,2478,Pakistan,Pakistan,1,138,7,7.39,Dubai,151,8,40.0
96635,2614,Australia,India,0,24,9,7.2,Sydney,197,100,39.0
52883,1644,New Zealand,Pakistan,2,56,10,11.59,Lahore,178,91,41.0
101739,2684,India,Bangladesh,0,17,9,4.64,Dhaka,166,98,40.0
37332,811,Australia,Sri Lanka,0,8,10,4.8,Kandy,176,110,38.0
85376,2477,Australia,Pakistan,1,59,5,4.54,Dubai,89,42,38.0
88660,2512,South Africa,South Africa,1,32,10,8.0,Dubai,150,96,37.0
10131,119,South Africa,Sri Lanka,1,139,7,8.51,Centurion,180,22,42.0
9175,107,Pakistan,Australia,0,14,8,4.42,Harare,116,101,41.0
5050,57,Pakistan,New Zealand,4,23,10,9.86,Auckland,201,106,40.0
7029,76,India,South Africa,1,135,6,8.02,Cape Town,172,19,39.0
2036,21,West Indies,West Indies,0,54,8,8.76,Lauderhill,143,83,41.0
92591,2561,South Africa,Pakistan,1,108,7,7.12,Johannesburg,153,29,44.0
35214,714,West Indies,Pakistan,1,199,7,10.66,Karachi,207,8,44.0
40383,985,New Zealand,Pakistan,1,14,9,8.4,Christchurch,163,110,50.0
18081,248,Sri Lanka,New Zealand,1,54,7,5.49,Kandy,125,61,54.0
75797,2378,New Zealand,Sri Lanka,0,9,6,2.35,Lauderhill,81,97,52.0
102628,2696,Australia,Australia,1,184,8,11.74,Pallekele,263,26,52.0
100549,2660,New Zealand,New Zealand,0,57,8,5.9,Kolkata,145,62,52.0
16159,215,India,West Indies,0,122,10,11.81,Mumbai,240,58,54.0
67479,2297,South Africa,West Indies,4,136,8,9.38,London,183,33,54.0
60786,2231,West Indies,West Indies,1,107,8,8.68,London,169,46,53.0
31849,583,Pakistan,Australia,1,50,10,7.5,Dubai,176,80,57.0
77978,2399,South Africa,South Africa,0,130,4,7.03,Wellington,147,9,58.0
40229,983,New Zealand,Bangladesh,2,166,6,9.76,Christchurch,208,18,58.0
11464,131,West Indies,West Indies,2,41,10,14.47,Dhaka,190,103,52.0
29848,559,Bangladesh,Sri Lanka,1,151,6,8.09,Sharjah,171,8,52.0
11513,131,West Indies,West Indies,0,129,6,12.09,Dhaka,190,56,49.0
31068,570,England,Sri Lanka,6,105,7,6.92,Sharjah,163,29,51.0
33588,617,West Indies,India,1,19,9,5.43,Kolkata,157,99,50.0
73089,2349,Sri Lanka,Sri Lanka,0,26,7,6.0,St Lucia,128,94,48.0
89505,2524,West Indies,West Indies,1,155,5,7.95,Wellington,159,3,47.0
948,12,South Africa,South Africa,1,106,8,8.96,Auckland,185,49,44.0
43506,1057,New Zealand,England,2,193,6,10.25,Birmingham,202,7,32.0
98830,2638,South Africa,Sri Lanka,1,49,7,6.53,Johannesburg,113,75,35.0
73005,2348,West Indies,Australia,0,60,5,6.0,St Lucia,105,60,37.0
12047,135,New Zealand,Sri Lanka,1,108,4,6.75,Auckland,179,24,36.0
67238,2295,Sri Lanka,Sri Lanka,0,120,7,7.91,London,150,29,35.0
39727,979,Pakistan,Bangladesh,2,123,7,7.45,Christchurch,167,21,34.0
1085,13,South Africa,South Africa,4,90,7,6.21,Southampton,142,33,30.0
89977,2528,New Zealand,New Zealand,0,109,5,6.48,Pallekele,142,19,32.0
59866,2224,West Indies,West Indies,1,9,10,3.38,Auckland,126,104,34.0
32173,605,India,England,1,182,4,10.11,Southampton,198,12,31.0
20243,393,Australia,India,1,14,10,10.5,Sydney,186,112,25.0
46131,1222,England,West Indies,1,85,9,10.62,Bridgetown,171,72,24.0
39800,980,New Zealand,Pakistan,0,54,9,6.35,Christchurch,147,69,25.0
71865,2339,Australia,India,0,58,10,8.09,Barbados,184,77,24.0
60092,2225,South Africa,Australia,6,191,7,9.88,Johannesburg,201,4,26.0
6608,73,Pakistan,Sri Lanka,1,67,9,7.18,Lahore,180,64,27.0
24290,437,South Africa,Pakistan,1,67,10,10.58,Centurion,203,82,35.0
50792,1523,Australia,England,1,99,8,10.61,Bridgetown,201,64,34.0
93257,2569,Pakistan,Pakistan,2,13,10,6.0,Dubai,96,107,35.0
47663,1257,India,West Indies,1,101,6,7.3,Lauderhill,165,37,35.0
101896,2687,Pakistan,Pakistan,0,43,4,4.78,Mirpur,83,66,35.0
46215,1223,West Indies,England,0,5,10,3.33,St George's,176,111,35.0
24318,437,South Africa,Pakistan,6,116,9,10.55,Centurion,203,54,34.0
66153,2285,South Africa,South Africa,0,4,10,4.0,London,211,114,39.0
78582,2404,Pakistan,Pakistan,0,106,6,6.56,Harare,141,23,40.0
31362,575,Sri Lanka,West Indies,1,72,9,8.47,Abu Dhabi,189,69,36.0
28337,507,Bangladesh,Australia,0,1,10,1.5,Dhaka,104,116,34.0
46171,1222,England,West Indies,1,136,5,9.6,Bridgetown,171,35,34.0
93813,2574,New Zealand,Pakistan,0,44,7,5.87,Dubai,135,75,34.0
94355,2578,Australia,South Africa,1,102,6,7.03,Adelaide,144,33,39.0
44026,1073,Pakistan,New Zealand,2,84,8,8.69,Lahore,182,62,37.0
36031,755,India,South Africa,2,53,5,5.78,Perth,133,65,33.0
59967,2224,West Indies,West Indies,6,122,4,6.31,Auckland,126,4,33.0
30034,561,West Indies,South Africa,1,49,10,5.76,Dubai,143,69,33.0
84850,2473,Pakistan,Pakistan,0,62,9,9.07,Centurion,195,79,34.0
90899,2546,South Africa,South Africa,2,41,9,9.84,Chittagong,145,95,33.0
67738,2299,Sri Lanka,Sri Lanka,0,128,4,7.11,London,144,12,34.0
69838,2318,South Africa,England,1,206,6,12.36,Centurion,241,20,37.0
101032,2664,New Zealand,New Zealand,1,57,9,7.77,Delhi,153,76,36.0
78137,2401,South Africa,South Africa,0,37,9,8.88,Auckland,165,95,37.0
7898,85,Bangladesh,India,1,91,6,6.74,Colombo,139,39,36.0
7697,84,India,Sri Lanka,4,8,9,5.33,Colombo,174,111,34.0
78551,2404,Pakistan,Pakistan,1,74,7,6.63,Harare,141,53,33.0
88797,2513,Sri Lanka,Sri Lanka,0,41,8,6.65,Dubai,145,83,28.0
56583,1828,India,Sri Lanka,2,81,5,6.31,Kandy,137,43,34.0
20813,405,Pakistan,New Zealand,1,79,6,6.49,Hamilton,163,47,33.0
101001,2664,New Zealand,New Zealand,1,19,9,7.6,Delhi,153,105,29.0
71821,2338,South Africa,South Africa,0,169,6,8.52,Barbados,170,1,30.0
43363,1056,England,New Zealand,4,152,8,9.6,Manchester,198,25,31.0
17182,224,India,India,4,44,9,10.56,Wellington,165,95,27.0
73105,2349,Sri Lanka,Sri Lanka,0,39,7,5.57,St Lucia,128,78,32.0
18963,281,Sri Lanka,Sri Lanka,1,136,7,8.41,Lahore,165,23,32.0
11994,135,New Zealand,Sri Lanka,4,43,6,5.49,Auckland,179,73,34.0
18388,276,Australia,England,6,153,4,7.65,Southampton,157,0,39.0
36653,764,Bangladesh,Pakistan,1,71,9,6.87,Adelaide,127,58,36.0
695,10,New Zealand,Bangladesh,1,90,7,8.44,Mount Maunganui,195,56,35.0
68651,2307,Sri Lanka,Sri Lanka,1,36,6,5.68,London,138,82,36.0
3682,42,West Indies,Pakistan,1,43,5,4.45,Barbados,111,62,37.0
82124,2439,West Indies,West Indies,0,18,9,4.32,Nottingham,172,95,37.0
53460,1727,South Africa,Pakistan,1,105,5,9.26,Durban,183,52,37.0
61855,2244,Bangladesh,Bangladesh,0,18,10,4.15,Cape Town,123,94,37.0
63558,2257,India,Pakistan,1,118,6,7.08,Johannesburg,157,20,36.0
11521,131,West Indies,West Indies,1,134,6,11.17,Dhaka,190,48,34.0
40212,983,New Zealand,Bangladesh,2,134,8,9.46,Christchurch,208,35,31.0
37944,860,Australia,West Indies,0,31,9,7.75,Brisbane,178,96,30.0
92580,2561,South Africa,Pakistan,1,100,7,7.5,Johannesburg,153,40,31.0
30027,561,West Indies,South Africa,0,46,10,6.27,Dubai,143,76,31.0
5048,57,Pakistan,New Zealand,0,18,10,9.0,Auckland,201,108,34.0
62597,2250,New Zealand,New Zealand,1,21,10,6.3,Durban,153,100,29.0
21009,407,New Zealand,Australia,2,22,7,4.71,Christchurch,184,92,29.0
75758,2377,New Zealand,Sri Lanka,4,104,4,5.89,Lauderhill,120,14,29.0
98070,2625,Pakistan,Pakistan,1,118,7,7.7,Hamilton,168,28,29.0
73407,2351,Australia,England,1,86,6,6.07,Barbados,147,35,28.0
78798,2406,West Indies,West Indies,1,49,7,4.32,London,113,52,27.0
99391,2650,Pakistan,Pakistan,0,182,6,9.75,Kolkata,201,8,26.0
45675,1172,Bangladesh,England,0,129,9,8.8,Dhaka,158,32,21.0
96819,2615,England,Pakistan,4,92,7,7.26,Dubai,160,44,21.0
70161,2321,Pakistan,Pakistan,2,68,7,7.42,Colombo,172,65,33.0
79184,2410,Pakistan,Pakistan,1,100,5,6.59,Dubai,144,29,32.0
39853,980,New Zealand,Pakistan,0,130,6,7.5,Christchurch,147,16,32.0
85839,2481,Sri Lanka,Sri Lanka,1,52,7,5.89,Melbourne,161,67,32.0
69917,2319,Australia,Pakistan,0,69,6,7.26,Dubai,108,63,31.0
27435,480,Australia,Sri Lanka,1,108,5,7.45,Sydney,149,33,36.0
72814,2346,New Zealand,New Zealand,1,146,4,7.42,St Lucia,149,2,38.0
27800,483,Sri Lanka,Australia,0,91,8,6.66,Melbourne,139,38,37.0
33746,618,India,West Indies,0,58,9,7.73,Kolkata,186,75,34.0
88808,2513,Sri Lanka,Sri Lanka,0,47,8,6.0,Dubai,145,73,34.0
19130,283,Sri Lanka,Sri Lanka,0,24,9,8.0,Lahore,147,102,35.0
92299,2559,South Africa,South Africa,2,51,8,6.8,Mirpur,172,75,39.0
25228,447,West Indies,England,2,203,7,10.88,Bridgetown,224,8,38.0
26515,471,West Indies,Australia,0,11,9,3.3,Gros Islet,145,100,38.0
78511,2404,Pakistan,Pakistan,0,23,8,5.11,Harare,141,93,38.0
18344,276,Australia,England,1,87,6,6.87,Southampton,157,44,39.0
47926,1328,Pakistan,England,1,135,3,8.27,London,157,22,38.0
56154,1809,India,England,1,70,9,15.0,Mumbai,247,92,36.0
9660,116,South Africa,Pakistan,0,3,10,1.8,Johannesburg,188,110,37.0
61808,2243,New Zealand,New Zealand,2,144,5,8.55,Johannesburg,190,19,35.0
2919,28,New Zealand,England,1,60,9,7.5,Wellington,196,72,34.0
3687,42,West Indies,Pakistan,0,45,5,4.29,Barbados,111,57,34.0
31190,571,Bangladesh,South Africa,0,57,4,3.93,Abu Dhabi,84,33,34.0
52980,1644,New Zealand,Pakistan,1,178,4,8.97,Lahore,178,1,34.0
72786,2346,New Zealand,New Zealand,1,113,7,7.45,St Lucia,149,29,34.0
23478,430,India,England,0,128,6,8.44,Ahmedabad,185,29,30.0
29917,560,India,Pakistan,1,60,7,6.0,Dubai,151,60,30.0
62611,2250,New Zealand,New Zealand,2,46,10,8.36,Durban,153,87,32.0
22271,420,South Africa,England,6,181,7,9.36,Cape Town,191,4,30.0
5563,64,England,Australia,0,70,10,11.67,Birmingham,221,84,24.0
48032,1329,Australia,England,1,145,5,10.24,Southampton,179,35,30.0
89740,2526,Sri Lanka,Sri Lanka,0,152,4,8.37,London,183,11,29.0
29406,523,New Zealand,Bangladesh,1,2,10,4.0,Dhaka,161,117,29.0
20668,404,Pakistan,New Zealand,0,39,5,4.68,Auckland,153,70,29.0
18426,277,England,Australia,1,25,9,4.55,Southampton,145,87,29.0
45488,1171,England,Bangladesh,4,41,9,7.69,Dhaka,117,88,26.0
93057,2567,South Africa,West Indies,1,81,7,7.71,Cape Town,165,57,30.0
98076,2625,Pakistan,Pakistan,0,128,7,7.84,Hamilton,168,22,29.0
20594,402,New Zealand,West Indies,6,228,8,12.0,Mount Maunganui,238,6,30.0
84198,2466,Australia,Australia,1,228,6,12.79,Southampton,248,13,31.0
41109,996,England,Pakistan,0,178,5,9.45,Karachi,199,7,31.0
101850,2687,Pakistan,Pakistan,0,5,9,3.0,Mirpur,83,110,27.0
44041,1073,Pakistan,New Zealand,1,116,7,9.67,Lahore,182,48,29.0
35877,752,New Zealand,Sri Lanka,0,18,7,3.72,Sydney,167,91,29.0
17061,223,India,India,1,42,10,8.4,Hamilton,179,90,28.0
9643,115,South Africa,Pakistan,1,184,5,9.68,Cape Town,192,6,27.0
84917,2473,Pakistan,Pakistan,0,173,5,9.89,Centurion,195,15,27.0
96196,2608,India,India,4,104,8,8.32,Harare,178,45,32.0
5286,58,Pakistan,New Zealand,2,171,4,8.69,Mount Maunganui,181,2,32.0
73854,2355,Pakistan,Pakistan,1,52,6,5.78,Birmingham,167,66,31.0
8548,90,Bangladesh,India,1,136,4,7.85,Colombo,166,16,30.0
28605,516,South Africa,Sri Lanka,1,25,10,6.82,Colombo,163,98,30.0
89034,2515,Pakistan,Pakistan,1,19,9,6.0,Harare,161,101,26.0
33832,619,India,West Indies,4,5,10,7.5,Kolkata,184,116,27.0
95627,2590,Sri Lanka,Pakistan,0,1,10,2.0,Colombo,172,117,28.0
63797,2259,India,India,0,63,1,4.02,Melbourne,74,26,27.0
45475,1171,England,Bangladesh,0,21,9,6.3,Dhaka,117,100,31.0
69505,2316,Sri Lanka,India,4,25,10,7.5,Colombo,171,100,36.0
70764,2326,Australia,Pakistan,1,60,8,8.18,Melbourne,127,76,36.0
79140,2410,Pakistan,Pakistan,1,64,9,8.17,Dubai,144,73,35.0
41165,997,England,Pakistan,1,75,8,9.78,Karachi,221,74,31.0
5711,65,England,India,6,87,9,8.42,Manchester,159,58,36.0
12669,140,New Zealand,Pakistan,6,117,6,7.02,Dubai,153,20,39.0
53167,1692,Australia,Pakistan,6,43,10,19.85,Sydney,147,107,40.0
63173,2254,India,India,1,96,6,6.55,Durban,153,32,43.0
2811,27,England,Australia,0,70,6,6.46,Melbourne,137,55,45.0
30823,568,Australia,England,1,68,5,4.43,Dubai,125,28,45.0
25122,447,West Indies,England,4,11,10,6.6,Bridgetown,224,110,49.0
17806,246,Sri Lanka,New Zealand,0,41,9,8.79,Kandy,174,92,49.0
25491,449,West Indies,England,1,178,6,8.9,Bridgetown,179,0,44.0
4962,56,Pakistan,New Zealand,1,34,6,4.43,Wellington,105,74,44.0
64392,2264,England,England,1,122,5,8.13,Auckland,184,30,44.0
16365,217,New Zealand,England,0,24,9,6.55,Wellington,176,98,44.0
49541,1345,Australia,New Zealand,0,65,9,11.82,Auckland,174,87,48.0
9734,116,South Africa,Pakistan,1,100,8,7.23,Johannesburg,188,37,30.0
68138,2303,Sri Lanka,Sri Lanka,0,15,9,6.43,Nottingham,158,106,34.0
47632,1257,India,West Indies,1,73,7,8.42,Lauderhill,165,68,35.0
3726,42,West Indies,Pakistan,0,81,3,4.86,Barbados,111,20,40.0
77917,2399,South Africa,South Africa,1,51,7,6.12,Wellington,147,70,45.0
46200,1222,England,West Indies,1,169,3,9.05,Bridgetown,171,8,45.0
81792,2436,Sri Lanka,Pakistan,0,68,9,6.28,Colombo,139,55,46.0
98012,2625,Pakistan,Pakistan,1,35,8,5.53,Hamilton,168,82,44.0
80934,2429,West Indies,West Indies,0,62,8,5.24,Pallekele,129,49,50.0
72396,2343,West Indies,India,1,80,10,6.76,Barbados,169,49,49.0
36055,755,India,South Africa,1,84,5,6.46,Perth,133,42,49.0
43577,1058,England,New Zealand,1,93,9,9.15,Nottingham,175,59,45.0
56470,1827,Sri Lanka,India,1,130,8,8.67,Kandy,161,30,51.0
78353,2402,India,England,2,114,2,5.8,Kolkata,120,2,55.0
17792,246,Sri Lanka,New Zealand,0,16,10,6.4,Kandy,174,105,59.0
57299,1834,New Zealand,Pakistan,0,143,5,10.46,Auckland,204,38,58.0
66878,2292,Sri Lanka,West Indies,4,179,6,9.85,Nottingham,192,11,58.0
82777,2445,West Indies,Australia,4,104,8,11.35,Barbados,160,65,60.0
63738,2259,India,India,1,30,6,5.0,Melbourne,74,84,60.0
66422,2288,Australia,Sri Lanka,0,32,9,8.0,Nottingham,159,96,60.0
102627,2696,Australia,Australia,1,183,8,11.81,Pallekele,263,27,59.0
75164,2371,Australia,Sri Lanka,0,2,10,2.4,Perth,133,115,58.0
96293,2611,New Zealand,New Zealand,4,73,9,9.12,Harare,198,72,57.0
76230,2383,Pakistan,Pakistan,0,103,3,6.24,Auckland,143,21,56.0
64077,2262,New Zealand,New Zealand,0,28,9,7.0,Johannesburg,129,96,53.0
72500,2344,Australia,Sri Lanka,0,54,6,6.35,Barbados,168,69,51.0
94849,2582,England,England,1,133,7,8.87,Johannesburg,171,30,51.0
60771,2231,West Indies,West Indies,0,78,8,7.8,London,169,60,45.0
26525,471,West Indies,Australia,0,22,9,4.4,Gros Islet,145,90,45.0
23386,430,India,England,0,6,10,18.0,Ahmedabad,185,118,45.0
93206,2568,South Africa,West Indies,2,161,6,11.36,Johannesburg,231,35,43.0
63166,2254,India,India,0,81,6,6.0,Durban,153,39,40.0
86930,2497,South Africa,South Africa,1,52,6,4.59,Colombo,115,52,41.0
25637,464,India,Sri Lanka,1,28,10,8.84,Colombo,132,101,38.0
15518,210,India,Bangladesh,1,46,8,6.13,Delhi,148,75,42.0
12052,135,New Zealand,Sri Lanka,6,122,4,7.47,Auckland,179,22,47.0
30682,567,Sri Lanka,South Africa,6,85,6,6.99,Sharjah,142,47,46.0
98883,2638,South Africa,Sri Lanka,4,101,3,6.25,Johannesburg,113,23,47.0
81944,2437,West Indies,West Indies,4,132,8,8.8,Colombo,205,30,47.0
53525,1728,Pakistan,South Africa,0,8,10,4.0,Centurion,206,108,41.0
21593,411,Australia,New Zealand,0,127,4,6.8,Wellington,142,8,36.0
79164,2410,Pakistan,Pakistan,1,76,5,6.42,Dubai,144,49,36.0
93958,2575,England,New Zealand,0,95,7,8.51,Manchester,191,53,33.0
16459,217,New Zealand,England,1,167,3,8.64,Wellington,176,4,34.0
12036,135,New Zealand,Sri Lanka,1,96,5,6.78,Auckland,179,35,33.0
60635,2230,West Indies,West Indies,1,87,9,10.04,London,208,68,39.0
54725,1737,West Indies,England,0,139,2,7.19,Gros Islet,145,4,40.0
3039,29,New Zealand,Australia,6,74,10,11.38,Auckland,243,81,41.0
90013,2538,Pakistan,Pakistan,1,11,9,3.88,Mirpur,130,103,47.0
45847,1220,South Africa,Australia,0,31,10,12.4,Durban,164,105,47.0
38798,867,India,West Indies,1,84,8,9.33,Lauderhill,191,66,53.0
44649,1138,India,Sri Lanka,0,78,6,7.09,Mumbai,162,54,50.0
102310,2691,Pakistan,Pakistan,4,112,4,6.0,Mirpur,129,8,50.0
76171,2383,Pakistan,Pakistan,0,62,8,8.86,Auckland,143,78,49.0
59679,2222,Sri Lanka,Sri Lanka,2,113,5,8.58,Southampton,163,41,49.0
8826,93,West Indies,Pakistan,1,4,9,1.6,Karachi,153,105,39.0
66998,2293,New Zealand,New Zealand,2,174,6,9.85,Nottingham,198,14,38.0
95106,2585,South Africa,South Africa,0,131,7,7.94,Mirpur,169,21,39.0
28734,517,Sri Lanka,South Africa,4,34,9,7.29,Colombo,103,92,38.0
4909,55,New Zealand,West Indies,0,226,6,11.89,Mount Maunganui,243,6,38.0
28199,505,Australia,Bangladesh,1,106,4,5.83,Dhaka,121,11,39.0
35350,742,New Zealand,Australia,4,18,10,15.43,Sydney,200,113,39.0
28056,504,Bangladesh,Australia,1,89,6,5.93,Dhaka,131,30,40.0
38887,868,India,West Indies,1,16,10,7.38,Lauderhill,188,107,43.0
80032,2421,India,India,1,46,9,8.36,Colombo,170,87,43.0
80613,2426,South Africa,South Africa,1,127,4,6.51,Colombo,133,3,43.0
10535,123,Australia,India,1,75,4,5.62,Melbourne,132,40,36.0
73012,2348,West Indies,Australia,0,67,5,6.09,St Lucia,105,54,30.0
18547,278,England,Pakistan,2,28,9,5.09,Manchester,131,87,31.0
65755,2278,Australia,New Zealand,6,126,6,7.41,Sydney,150,18,32.0
11832,134,New Zealand,India,1,18,10,9.82,Hamilton,212,109,34.0
76878,2389,West Indies,Pakistan,1,4,9,2.67,St Lucia,150,111,33.0
41268,998,Pakistan,England,0,35,10,8.08,Karachi,166,94,34.0
25788,465,India,Sri Lanka,1,35,6,4.67,Colombo,81,75,35.0
15204,202,Australia,Australia,1,154,7,9.24,Cape Town,193,20,33.0
10025,118,Sri Lanka,Sri Lanka,2,123,3,6.36,Cape Town,134,4,33.0
97567,2621,England,Pakistan,2,99,6,7.07,Manchester,135,36,33.0
59676,2222,Sri Lanka,Sri Lanka,1,109,5,8.61,Southampton,163,44,33.0
65643,2277,South Africa,South Africa,1,140,5,7.5,Brisbane,157,8,31.0
97008,2617,England,Pakistan,4,21,9,7.0,Sharjah,154,102,27.0
98536,2629,Pakistan,Pakistan,1,68,7,6.69,Harare,136,59,27.0
435,8,India,India,4,57,7,5.52,Harare,138,58,27.0
91529,2552,Pakistan,Pakistan,0,43,9,9.56,Mirpur,190,93,30.0
120,2,Australia,Sri Lanka,2,160,5,8.21,Melbourne,168,3,29.0
57566,1836,Pakistan,New Zealand,4,96,5,6.13,Wellington,128,26,31.0
31349,575,Sri Lanka,West Indies,4,53,9,8.37,Abu Dhabi,189,82,30.0
32746,610,South Africa,England,2,66,8,8.08,Southampton,191,71,29.0
56198,1809,India,England,1,160,7,13.52,Mumbai,247,49,30.0
64289,2263,West Indies,West Indies,1,102,3,5.67,Johannesburg,131,12,33.0
23175,428,England,India,0,44,9,7.14,Ahmedabad,164,83,32.0
9301,110,Pakistan,Australia,2,34,9,9.27,Harare,194,98,31.0
82685,2444,West Indies,Australia,2,95,6,6.55,St Lucia,150,33,32.0
8609,91,Pakistan,West Indies,0,65,8,9.07,Karachi,203,77,36.0
32581,609,South Africa,England,2,10,10,5.45,Cardiff,207,109,36.0
57266,1834,New Zealand,Pakistan,2,84,8,10.08,Auckland,204,70,36.0
61753,2243,New Zealand,New Zealand,0,64,9,8.0,Johannesburg,190,72,38.0
72914,2347,India,Sri Lanka,1,132,8,8.52,St Lucia,163,27,39.0
53108,1645,Pakistan,New Zealand,1,176,5,8.87,Lahore,178,1,39.0
63192,2254,India,India,4,131,6,7.42,Durban,153,14,38.0
65340,2275,South Africa,Australia,1,68,8,7.16,Centurion,156,63,39.0
36109,757,England,New Zealand,0,16,10,8.0,Brisbane,179,108,40.0
57292,1834,New Zealand,Pakistan,1,137,6,10.96,Auckland,204,45,40.0
80671,2427,India,India,1,67,8,7.31,Colombo,140,65,41.0
47608,1257,India,West Indies,6,32,8,6.4,Lauderhill,165,90,40.0
56249,1809,India,England,0,247,1,12.35,Mumbai,247,0,39.0
94549,2580,South Africa,South Africa,1,55,10,8.68,Sydney,145,82,39.0
101966,2688,Bangladesh,Sri Lanka,1,3,8,1.12,Mirpur,147,104,39.0
66711,2290,South Africa,South Africa,0,63,8,5.64,London,128,53,38.0
95441,2588,Pakistan,Pakistan,0,65,8,5.82,Mirpur,141,53,39.0
89856,2527,New Zealand,New Zealand,1,168,8,9.98,Mirpur,204,19,36.0
36638,764,Bangladesh,Pakistan,4,55,9,7.02,Adelaide,127,73,38.0
73632,2353,New Zealand,Australia,1,75,6,5.42,Wellington,118,37,38.0
70654,2325,West Indies,West Indies,1,53,6,5.78,Sydney,138,65,39.0
29186,521,New Zealand,Bangladesh,4,25,9,6.52,Dhaka,128,97,40.0
48994,1340,New Zealand,Pakistan,0,183,3,9.8,Hamilton,194,8,39.0
35533,744,Pakistan,India,0,61,8,5.9,Melbourne,159,58,42.0
89395,2524,West Indies,West Indies,0,6,10,3.6,Wellington,159,110,38.0
13961,172,Sri Lanka,Sri Lanka,1,67,6,6.48,Brisbane,117,58,38.0
25693,464,India,Sri Lanka,0,81,8,6.57,Colombo,132,46,33.0
98239,2627,Sri Lanka,West Indies,0,28,10,10.5,Pallekele,215,104,32.0
91925,2556,Bangladesh,Australia,1,47,8,6.13,Mirpur,153,74,30.0
61018,2236,West Indies,West Indies,1,60,9,6.67,Johannesburg,164,66,29.0
49252,1342,Pakistan,New Zealand,1,153,5,7.98,Christchurch,158,5,29.0
46305,1223,West Indies,England,1,134,6,8.29,St George's,176,23,30.0
81421,2433,Sri Lanka,England,0,74,7,7.16,Pallekele,169,58,29.0
31731,582,England,New Zealand,0,52,9,6.64,Abu Dhabi,166,73,28.0
90526,2542,West Indies,West Indies,1,18,10,4.0,Mirpur,129,93,32.0
55427,1803,India,Bangladesh,1,63,7,7.71,Delhi,221,71,34.0
73255,2350,Pakistan,Pakistan,1,85,9,8.36,St Lucia,191,59,36.0
46482,1225,England,West Indies,4,41,10,9.46,Tarouba,267,94,37.0
83589,2460,India,India,1,154,7,7.76,Pallekele,155,1,37.0
81685,2435,India,South Africa,4,94,6,7.14,Colombo,152,41,38.0
22245,420,South Africa,England,1,114,7,7.35,Cape Town,191,27,38.0
68539,2306,Sri Lanka,West Indies,0,50,10,6.25,London,158,72,37.0
88923,2514,Sri Lanka,Sri Lanka,1,53,10,8.37,Dubai,211,82,37.0
56394,1827,Sri Lanka,India,4,25,10,7.89,Kandy,161,101,38.0
73438,2351,Australia,England,2,140,5,7.3,Barbados,147,5,37.0
51520,1545,South Africa,England,1,63,10,10.5,Gros Islet,163,84,37.0
15113,202,Australia,Australia,4,20,10,8.57,Cape Town,193,106,37.0
32381,607,England,India,1,94,7,8.68,Nottingham,215,55,38.0
78623,2405,West Indies,West Indies,4,20,10,7.5,London,125,104,34.0
77845,2396,Australia,India,1,106,5,6.62,Melbourne,131,24,34.0
82447,2442,England,South Africa,6,60,8,8.0,Birmingham,118,75,34.0
64190,2263,West Indies,West Indies,4,10,10,5.0,Johannesburg,131,108,34.0
92925,2564,Bangladesh,Sri Lanka,0,55,5,6.0,Chittagong,120,65,34.0
4987,56,Pakistan,New Zealand,1,47,4,4.03,Wellington,105,50,36.0
38913,868,India,West Indies,1,53,9,8.37,Lauderhill,188,82,37.0
71756,2338,South Africa,South Africa,0,61,8,6.78,Barbados,170,66,37.0
7965,86,Sri Lanka,Bangladesh,1,37,10,11.1,Colombo,214,100,37.0
98863,2638,South Africa,Sri Lanka,1,77,3,6.0,Johannesburg,113,43,34.0
